lat,long,buildings,livestock_pres,cattle,sheep,goats,camel,donkey,poultry,livestock/other,livestock_sign,crop_pres,cereal_pres,maize,barley,millet,wheat,sorghum,rice,tef,cereal/other,legumes_pres,legume/beans,legume/chickpea,legume/cowpea,legume/pigeonpea,legume/soybeans,legume/groundnut,legume/other,rootcrops_pres,root/potatoes,root/spotatoes,root/cassava,root/other,other_crops,Banana
-3.436262455,36.5941309632,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.435368195,36.5959542596,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4372346155,36.5986642713,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4398853937,36.5950150038,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4398839856,36.5941468075,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4389951691,36.5941327084,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4390212868,36.5931989951,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4371405239,36.5914131678,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4426305935,36.5949127204,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4434852186,36.5950150325,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4425747771,36.5967948061,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4417588892,36.5959047853,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4190053271,36.5383888408,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.418063101,36.538386016,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.418065991,36.5366060002,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4840854534,36.5418833182,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4840344286,36.5408906463,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4858408206,36.5417860127,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.487711333,36.5427654425,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4885864668,36.5444996111,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4389150234,36.5590707179,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4397790036,36.5590562002,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4388731807,36.5563355497,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4370655127,36.5563714257,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4380060964,36.5544880892,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4416138754,36.5536400953,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4424530415,36.5536508102,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4416174577,36.5527481211,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4379992341,36.550945129,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4370830588,36.5500621783,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4406662353,36.5464212683,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4416287558,36.5455605013,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4415785264,36.5473153348,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4379893444,36.5581587641,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4425295928,36.5625339239,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.441586435,36.5616846407,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4371014821,36.5599122782,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4624632376,36.5715503488,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4742669528,36.5573734962,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4678304429,36.5643555339,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4696390096,36.564371558,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.469636666,36.5643521331,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4670228224,36.5670301641,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N
-3.4669173305,36.5660683723,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N
-3.4643741042,36.5679728443,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4660399509,36.5634984142,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N
-3.44142,36.5473536708,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4703976852,36.5661913307,Y,Y,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4657968234,36.5687962863,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4671448316,36.5687188936,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.441411413,36.5472964662,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4217538096,36.5401798793,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4634016954,36.5922342803,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4198279293,36.5411218584,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4660870325,36.5929383568,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4427349628,36.5580320839,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4218499647,36.5402556932,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4755951921,36.5544626887,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4417245128,36.5933611353,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4873029947,36.5406682211,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.1587683243,37.6197172285,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.1571574808,37.622416975,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y
-3.154423756,37.6189049567,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.1526608328,37.6187222272,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y
-3.154397971,37.6152415166,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.0693964715,37.5810782076,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.0714088294,37.5810477704,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y
-3.0723741991,37.5826606065,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y
-3.0776570561,37.5828030648,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y
-3.0751468213,37.5856540248,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
-3.0849348002,37.6370093516,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y
-3.0848645792,37.6393223669,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,Y
-3.0830028639,37.640268442,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.0850222897,37.6331822426,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
-3.0812490325,37.6319842977,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.7436655542,37.6003570296,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
-3.7419484999,37.6039692084,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
-3.741994406,37.6085071656,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7468131021,37.6085119843,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7482058846,37.6013528778,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7441738908,37.6201489665,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7431032175,37.6267242686,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.7469226622,37.6339225003,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y
-3.7486396334,37.6358123656,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y
-3.7497420004,37.6329486063,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7502237174,37.6286071948,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y
-3.7495872016,37.6251528307,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y
-3.7492169893,37.6233733687,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y
-3.7494538642,37.6218726656,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7487314485,37.6210132304,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.4657662232,37.4156808879,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4669177392,37.4120185424,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4656919928,37.411083607,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4637761886,37.4109591405,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4647250234,37.4085762604,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
-3.4537953013,37.3993258826,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4575897523,37.4020317763,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4576243425,37.4036257499,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4545309462,37.4041359052,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4574814208,37.4056532147,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4493795206,37.3982924904,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4475109325,37.398415804,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4467553168,37.3983650656,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4467293315,37.4029193559,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.4485181539,37.4036950275,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N
-3.4492998487,37.4032111919,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.4503530599,37.4028739679,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N
-3.4503502688,37.4046357003,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.4477925476,37.4057368825,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.2386715466,37.0928655105,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N
-3.2376587301,37.0927814306,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
-3.2359775548,37.0944609262,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N
-3.2375016204,37.0882196624,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,Y
-3.2358114328,37.0883306463,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N
-3.2376108961,37.0874013765,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N
-3.2402497036,37.0855816939,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y
-3.2384592366,37.0788327144,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,Y
-3.235663617,37.0810005811,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N
-3.2331843449,37.0820221154,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N
-3.1228524638,37.605027055,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y
-3.1181652656,37.6092393342,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y
-3.0897008627,37.6066810266,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.0897821984,37.6111374123,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.0878297444,37.6096669801,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N
-3.0914695538,37.6067009167,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.0942724199,37.6094766737,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.0987627212,37.6139652677,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.1024261668,37.6175906227,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y
-3.1024246347,37.6167026547,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N
-3.103353215,37.6165496531,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y
-3.1050093226,37.6149930733,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y
-3.0974027973,37.6393967151,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,Y
-3.0982118845,37.6357607136,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N
-3.7761490553,37.6141839159,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7771048367,37.6168867402,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7752644951,37.6160401587,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.771784241,37.6178335512,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7686724283,37.6177195123,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
-3.7070409607,37.6691972458,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y
-3.7082716609,37.6692346881,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
-3.7080372671,37.6717398451,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,Y
-3.7151968079,37.6709143695,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,Y
-3.7150639831,37.6636558417,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y
-3.7437525246,37.6611734442,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,Y
-3.7677732002,37.6567866409,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
-3.7669446987,37.6577657068,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
-3.7660398429,37.6613738542,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N
